,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
1717,1,1,49,2,0,1.0,0,4.0,5
1718,0,1,38,2,4,0.0,0,2.0,5
1719,0,1,36,2,4,0.0,1,1.0,2
1720,0,1,52,2,0,9.0,2,4.0,5
1721,0,0,46,2,0,6.0,2,2.0,5
1722,1,0,28,0,1,4.0,2,3.0,5
1723,0,1,55,2,0,0.0,1,5.0,5
1724,0,0,41,2,5,1.0,2,1.0,5
1725,1,1,47,0,4,0.0,1,2.0,6
1726,1,1,52,2,0,0.0,2,3.0,3
1727,0,1,45,2,0,4.0,1,4.0,5
1728,1,0,32,0,5,0.0,2,3.0,5
1729,1,1,78,2,7,1.0,2,1.0,5
1730,1,0,45,1,0,0.0,2,1.0,5
1731,1,1,39,0,4,0.0,0,7.0,3
1732,1,1,38,0,1,0.0,1,4.0,5
1733,0,1,50,2,0,1.0,0,4.0,5
1734,0,1,53,2,2,8.0,1,4.0,5
1735,1,0,43,2,0,1.0,2,1.0,2
1736,1,1,59,2,0,1.0,0,3.0,5
1737,0,0,38,0,3,8.0,2,2.0,5
1738,1,1,42,2,0,2.0,0,2.0,5
1739,1,1,65,2,0,0.0,0,2.0,5
1740,1,1,79,2,7,0.0,2,2.0,5
1741,0,0,41,2,0,1.0,2,1.0,3
1742,1,1,42,2,3,9.0,2,2.0,5
1743,1,1,28,0,4,0.0,2,7.0,3
1744,1,1,49,2,1,1.0,0,2.0,5
1745,1,1,58,2,0,1.0,2,2.0,6
1746,1,1,69,2,7,0.0,1,3.0,5
1747,0,0,35,2,0,3.0,2,1.0,5
1748,0,1,47,0,2,0.0,1,2.0,3
1749,0,0,25,2,8,12.0,2,1.0,5
1750,0,1,38,2,6,0.0,2,2.0,3
1751,0,0,25,0,2,8.0,2,3.0,5
1752,1,1,76,0,7,0.0,2,1.0,5
1753,0,0,23,0,5,0.0,2,5.0,4
1754,1,0,38,2,8,3.0,2,1.0,5
1755,0,1,49,2,0,0.0,0,3.0,5
1756,0,1,56,2,9,1.0,2,1.0,5
1757,0,1,71,2,0,1.0,1,2.0,5
1758,0,0,39,0,2,0.0,2,3.0,2
1759,0,0,41,2,0,8.0,2,3.0,5
1760,1,1,66,0,7,1.0,2,1.0,3
1761,0,1,27,0,6,10.0,2,1.0,5
1762,0,0,23,0,5,0.0,2,3.0,5
1763,0,1,35,2,0,2.0,0,2.0,5
1764,0,1,33,0,0,0.0,2,2.0,0
1765,0,0,21,0,4,8.0,2,1.0,6
1766,0,1,49,0,2,0.0,2,1.0,5
1767,1,1,42,0,2,9.0,2,3.0,5
1768,1,1,68,2,7,8.0,2,1.0,4
1769,1,1,57,2,0,1.0,2,1.0,5
1770,1,0,38,2,0,0.0,2,1.0,5
1771,0,1,35,0,2,2.0,0,5.0,3
1772,0,1,41,2,8,0.0,2,3.0,5
1773,1,1,40,2,0,0.0,0,4.0,3
1774,0,0,32,2,5,0.0,2,3.0,2
1775,1,1,53,2,0,0.0,0,4.0,5
1776,0,1,38,2,6,8.0,0,3.0,5
1777,0,1,68,0,8,0.0,2,2.0,5
1778,1,0,30,0,4,1.0,2,2.0,5
1779,1,1,52,0,3,4.0,0,5.0,5
1780,1,1,80,2,7,1.0,2,1.0,5
1781,0,0,31,2,5,1.0,2,7.0,5
1782,0,1,38,0,4,0.0,0,4.0,3
1783,1,1,87,0,4,0.0,1,2.0,5
1784,1,0,23,0,5,1.0,2,4.0,5
1785,1,0,45,2,0,5.0,2,1.0,3
1786,1,1,36,2,0,9.0,0,4.0,6
1787,1,1,41,0,4,1.0,1,2.0,3
1788,0,1,48,2,0,0.0,2,4.0,5
1789,1,1,70,2,4,1.0,1,5.0,2
1790,0,1,84,2,7,3.0,1,2.0,5
1791,1,1,39,2,5,11.0,0,2.0,1
1792,1,1,50,2,0,1.0,0,4.0,5
1793,1,1,40,2,1,1.0,2,5.0,5
1794,1,1,39,2,0,0.0,0,2.0,3
1795,1,1,38,2,0,4.0,0,3.0,5
1796,1,1,71,0,7,1.0,1,2.0,5
1797,0,0,35,2,0,10.0,2,1.0,5
1798,1,1,27,2,5,5.0,2,5.0,5
1799,1,1,33,0,5,8.0,0,3.0,5
1800,1,1,37,0,0,0.0,0,3.0,3
1801,1,1,74,2,7,1.0,1,2.0,5
1802,1,0,20,0,8,0.0,2,2.0,5
1803,0,1,30,0,3,1.0,1,4.0,4
1804,1,0,22,0,1,0.0,2,4.0,5
1805,0,0,43,2,6,9.0,2,1.0,5
1806,1,0,36,2,0,11.0,2,2.0,5
1807,1,0,29,2,5,4.0,2,2.0,5
1808,0,0,43,2,3,0.0,2,6.0,5
1809,1,0,38,2,3,7.0,2,1.0,5
1810,0,1,40,2,0,5.0,1,5.0,7
1811,0,1,68,2,7,9.0,1,4.0,5
1812,1,1,57,2,0,1.0,0,1.0,5
1813,0,0,35,2,3,9.0,2,2.0,5
1814,0,0,23,0,1,7.0,2,4.0,1
1815,1,0,50,2,0,1.0,2,1.0,5
1816,0,0,32,2,1,0.0,2,5.0,5
1817,1,1,59,2,3,9.0,2,1.0,5
1818,0,0,30,2,5,3.0,2,5.0,5
1819,0,0,35,2,0,0.0,2,1.0,5
1820,1,0,48,2,5,1.0,2,2.0,5
1821,1,0,29,0,5,9.0,2,4.0,2
1822,1,1,38,2,0,1.0,0,3.0,1
1823,1,1,36,0,2,0.0,2,1.0,5
1824,1,0,29,0,5,6.0,2,3.0,5
1825,1,1,42,0,4,3.0,1,3.0,3
1826,0,1,35,2,3,1.0,2,1.0,5
1827,0,1,37,0,2,1.0,0,6.0,3
1828,0,1,52,0,0,0.0,0,4.0,5
1829,1,0,53,2,0,0.0,2,2.0,3
1830,1,1,30,0,0,9.0,1,6.0,1
1831,0,1,65,2,0,1.0,2,2.0,5
1832,0,0,23,0,5,1.0,2,3.0,5
1833,0,0,32,0,3,0.0,2,3.0,3
1834,0,0,36,2,6,9.0,2,1.0,1
1835,1,0,27,0,3,1.0,2,3.0,3
1836,1,1,36,2,4,0.0,2,2.0,2
1837,1,0,37,2,0,12.0,2,1.0,5
1838,1,0,29,0,3,0.0,2,3.0,5
1839,1,0,29,2,4,0.0,2,5.0,5
1840,1,0,27,2,1,1.0,2,6.0,3
1841,0,0,35,2,2,2.0,2,1.0,6
1842,1,0,40,2,0,1.0,2,1.0,5
1843,1,0,37,2,3,6.0,2,4.0,1
1844,1,0,19,0,5,0.0,2,5.0,3
1845,1,0,29,2,5,0.0,2,4.0,5
1846,0,1,53,2,0,0.0,0,2.0,2
1847,1,0,25,2,5,0.0,2,1.0,2
1848,0,1,38,2,9,1.0,2,1.0,2
1849,1,1,48,2,0,0.0,2,6.0,5
1850,0,0,26,0,2,4.0,2,1.0,6
1851,0,0,30,2,5,0.0,2,4.0,5
1852,1,0,30,0,3,1.0,2,2.0,3
1853,1,1,69,0,4,1.0,1,3.0,5
1854,1,1,57,2,0,0.0,2,1.0,2
1855,0,1,56,2,0,4.0,0,2.0,5
1856,1,0,27,2,5,8.0,2,4.0,5
1857,1,0,21,0,5,0.0,2,6.0,3
1858,0,1,71,2,0,0.0,1,4.0,0
1859,0,0,39,2,3,8.0,2,4.0,3
1860,0,1,87,2,7,1.0,1,2.0,5
1861,1,1,59,0,3,6.0,0,3.0,2
1862,1,0,32,2,8,8.0,2,1.0,5
1863,1,1,40,0,4,7.0,2,4.0,5
1864,0,1,58,2,0,0.0,1,3.0,7
1865,0,0,31,2,8,0.0,2,9.0,6
1866,1,0,31,0,5,0.0,2,4.0,5
1867,0,1,43,0,2,0.0,0,2.0,3
1868,1,1,47,0,9,1.0,2,5.0,2
1869,1,0,35,0,8,0.0,2,4.0,3
1870,0,1,46,2,0,8.0,0,2.0,5
1871,1,1,69,2,0,1.0,2,2.0,5
1872,1,1,69,2,1,0.0,1,3.0,5
1873,0,1,45,2,3,3.0,0,5.0,2
1874,1,1,38,2,0,0.0,2,4.0,5
1875,1,1,39,2,4,5.0,1,3.0,5
1876,1,1,65,2,0,4.0,2,1.0,5
1877,0,0,23,0,5,2.0,2,5.0,5
1878,0,1,58,0,2,0.0,0,6.0,3
1879,1,1,84,2,3,0.0,1,2.0,5
1880,1,1,35,2,0,5.0,0,2.0,5
1881,0,0,22,0,5,1.0,2,2.0,5
1882,1,0,30,0,4,0.0,2,4.0,5
1883,1,0,23,0,5,0.0,2,2.0,3
1884,0,0,41,2,0,3.0,2,3.0,5
1885,1,1,50,2,4,4.0,1,3.0,5
1886,1,1,50,2,4,0.0,1,4.0,5
1887,0,0,28,2,6,8.0,2,1.0,5
1888,1,0,19,0,5,0.0,2,6.0,5
1889,0,0,30,2,5,0.0,2,5.0,1
1890,1,1,43,0,4,3.0,2,1.0,5
1891,1,1,73,0,4,1.0,1,2.0,3
1892,0,0,19,0,5,0.0,2,1.0,5
1893,1,1,51,2,9,1.0,2,2.0,5
1894,0,1,32,2,0,4.0,1,2.0,5
1895,0,0,39,2,1,2.0,2,1.0,5
1896,1,0,43,2,1,1.0,2,4.0,5
1897,0,0,33,2,0,5.0,2,2.0,3
1898,1,1,61,2,0,1.0,0,3.0,2
1899,0,1,70,2,1,0.0,0,2.0,5
1900,1,1,66,2,0,1.0,0,2.0,5
1901,0,1,72,2,0,0.0,2,1.0,5
1902,1,1,71,2,0,0.0,1,2.0,5
1903,1,0,18,0,5,8.0,2,9.0,5
1904,1,1,33,0,0,1.0,0,2.0,3
1905,1,0,28,2,0,9.0,2,1.0,5
1906,0,1,27,2,8,11.0,0,2.0,5
1907,0,1,38,0,2,1.0,2,5.0,0
1908,1,1,63,2,0,0.0,0,7.0,5
1909,1,1,70,2,7,0.0,1,3.0,5
1910,0,0,26,2,5,10.0,2,1.0,5
1911,1,1,36,0,3,1.0,2,2.0,3
1912,0,1,47,2,0,0.0,2,3.0,5
1913,1,0,28,0,3,9.0,2,2.0,5
1914,0,0,26,2,3,1.0,2,5.0,5
1915,1,1,65,0,7,0.0,1,2.0,2
1916,1,0,20,0,8,1.0,2,3.0,3
1917,1,1,30,2,0,0.0,0,2.0,5
1918,1,0,41,2,3,8.0,2,2.0,5
1919,0,0,40,2,1,1.0,2,1.0,5
1920,0,1,47,0,2,1.0,0,4.0,3
1921,1,1,40,2,3,2.0,0,5.0,5
1922,0,1,53,0,2,0.0,0,3.0,5
1923,0,0,28,2,6,0.0,2,2.0,3
1924,1,1,60,2,0,1.0,2,2.0,5
1925,0,0,27,2,0,8.0,2,1.0,5
1926,1,1,43,2,0,2.0,2,2.0,5
1927,0,0,33,2,6,7.0,2,3.0,1
1928,1,1,56,2,3,0.0,0,2.0,5
1929,1,1,70,2,4,1.0,1,2.0,5
1930,1,1,70,0,1,1.0,1,2.0,5
1931,1,1,73,0,4,0.0,1,3.0,5
1932,0,1,38,2,3,0.0,0,2.0,1
1933,0,0,40,2,2,6.0,2,3.0,5
1934,1,1,88,0,4,0.0,2,1.0,5
1935,0,0,29,2,5,1.0,2,4.0,5
1936,1,1,27,2,4,0.0,1,2.0,5
1937,0,1,40,2,2,0.0,0,2.0,5
1938,1,1,82,2,7,1.0,2,1.0,5
1939,0,0,38,2,0,7.0,2,1.0,5
1940,1,1,39,2,1,0.0,0,3.0,5
1941,1,1,39,2,0,0.0,0,2.0,1
1942,1,0,47,2,0,0.0,2,1.0,5
1943,1,1,75,2,7,0.0,1,2.0,5
1944,0,1,37,0,8,0.0,2,4.0,5
1945,1,1,84,0,7,1.0,1,2.0,5
1946,0,0,42,2,3,6.0,2,2.0,5
1947,1,1,39,2,1,0.0,0,2.0,0
1948,1,1,42,2,0,0.0,0,2.0,5
1949,0,1,40,2,0,1.0,0,2.0,3
1950,0,0,52,2,1,1.0,2,1.0,3
1951,1,0,52,0,0,5.0,2,1.0,5
1952,1,0,31,2,3,0.0,2,4.0,5
1953,1,1,37,2,8,1.0,2,2.0,5
1954,1,0,27,2,0,3.0,2,1.0,1
1955,0,0,35,2,2,4.0,2,4.0,1
1956,1,1,79,2,0,0.0,1,2.0,5
1957,0,0,28,2,1,1.0,2,4.0,5
1958,1,0,31,0,5,0.0,2,4.0,5
1959,1,1,88,0,4,0.0,1,3.0,5
1960,0,0,51,2,3,4.0,2,1.0,5
1961,1,1,38,2,3,0.0,2,2.0,5
1962,0,1,53,2,0,0.0,0,2.0,2
1963,0,0,43,2,0,8.0,2,2.0,5
1964,1,1,55,0,4,0.0,2,2.0,5
1965,1,0,35,2,0,4.0,2,2.0,5
1966,0,1,25,0,2,1.0,0,2.0,3
1967,1,1,58,2,0,6.0,0,4.0,5
1968,0,0,32,2,1,1.0,2,6.0,5
1969,0,1,49,0,0,1.0,0,4.0,2
1970,0,1,53,0,3,9.0,1,2.0,5
1971,0,1,31,0,2,9.0,2,4.0,5
1972,1,0,39,2,0,1.0,2,2.0,5
1973,1,0,42,2,3,1.0,2,1.0,5
1974,1,0,20,0,5,1.0,2,5.0,1
1975,1,1,50,2,3,1.0,2,2.0,5
1976,1,0,26,0,1,0.0,2,6.0,1
1977,1,0,30,2,1,0.0,2,2.0,2
1978,0,1,60,2,1,6.0,0,2.0,5
1979,1,1,84,0,7,0.0,2,1.0,5
1980,0,0,37,2,6,0.0,2,1.0,5
1981,1,1,63,2,0,6.0,2,1.0,5
1982,0,0,38,2,5,0.0,2,2.0,5
1983,1,1,51,2,3,0.0,0,4.0,5
1984,1,0,20,0,5,0.0,2,4.0,2
1985,0,0,25,0,5,14.0,2,3.0,5
1986,0,0,33,2,1,0.0,2,5.0,5
1987,0,0,31,0,2,0.0,2,1.0,5
1988,1,1,57,2,5,1.0,2,3.0,5
1989,1,1,42,2,0,1.0,2,4.0,3
1990,1,1,40,0,3,2.0,0,5.0,1
1991,1,1,66,0,7,0.0,1,3.0,5
1992,1,0,21,0,6,0.0,2,4.0,2
1993,1,1,73,0,4,1.0,1,2.0,5
1994,0,1,46,2,0,0.0,2,2.0,5
1995,0,1,66,2,0,0.0,0,2.0,5
1996,1,1,27,2,1,0.0,0,2.0,4
1997,0,1,35,2,6,0.0,2,1.0,2
1998,0,1,53,0,0,1.0,1,4.0,5
1999,1,1,80,0,7,8.0,2,1.0,5
2000,0,1,63,2,0,1.0,0,3.0,5
2001,0,0,41,2,1,9.0,2,1.0,3
2002,1,1,43,2,0,1.0,0,4.0,5
2003,1,1,47,2,9,1.0,1,3.0,5
2004,0,0,18,0,8,9.0,2,5.0,2
2005,0,0,33,2,3,1.0,2,4.0,5
2006,1,0,30,0,2,9.0,2,3.0,3
2007,1,1,85,2,4,1.0,1,2.0,5
2008,0,1,46,2,0,0.0,1,1.0,5
2009,1,1,48,2,1,0.0,2,2.0,7
2010,1,1,80,2,7,0.0,1,2.0,5
2011,1,0,33,2,0,8.0,2,1.0,4
2012,0,1,36,2,0,4.0,1,7.0,5
2013,1,1,27,0,3,3.0,0,2.0,5
2014,1,0,28,0,5,0.0,2,5.0,3
2015,0,1,35,2,1,0.0,0,3.0,2
2016,1,0,26,2,3,1.0,2,3.0,5
2017,0,1,39,2,6,0.0,0,3.0,2
2018,0,1,56,2,0,1.0,1,4.0,1
2019,0,0,26,2,0,13.0,2,2.0,5
2020,1,1,31,2,3,4.0,2,2.0,5
2021,1,0,21,0,5,0.0,2,2.0,5
2022,1,1,39,0,3,1.0,0,4.0,3
2023,0,0,51,2,0,0.0,2,1.0,5
2024,1,1,45,0,1,0.0,2,4.0,3
2025,0,0,33,2,6,11.0,2,1.0,5
2026,1,1,62,1,7,0.0,2,1.0,5
2027,0,1,80,2,7,0.0,1,2.0,5
2028,1,1,77,2,4,1.0,2,1.0,5
2029,0,0,29,0,5,0.0,2,5.0,3
2030,0,1,33,0,2,7.0,0,5.0,3
2031,1,0,29,0,0,1.0,2,3.0,1
2032,0,0,20,0,5,1.0,2,1.0,5
2033,1,1,43,2,0,1.0,2,2.0,2
2034,1,1,53,2,0,3.0,0,3.0,5
2035,1,1,28,2,3,3.0,0,3.0,6
2036,0,0,43,2,3,1.0,2,4.0,3
2037,1,0,31,2,3,1.0,2,3.0,5
2038,0,0,28,2,5,0.0,2,2.0,2
2039,1,1,65,2,0,1.0,2,2.0,5
2040,1,1,33,2,0,0.0,0,2.0,5
2041,1,1,49,2,0,0.0,0,6.0,5
2042,1,0,33,0,5,1.0,2,4.0,5
2043,1,1,53,2,0,6.0,0,2.0,5
2044,0,1,47,2,0,7.0,0,4.0,5
2045,1,0,31,0,3,1.0,2,7.0,3
2046,1,1,52,2,4,1.0,1,4.0,3
2047,1,2,61,1,2,2.0,0,2.0,2
2048,1,0,31,0,5,0.0,2,7.0,5
2049,0,0,30,2,5,1.0,2,2.0,2
2050,1,1,63,2,3,0.0,0,2.0,5
2051,1,1,69,0,4,9.0,0,2.0,5
2052,1,0,29,2,2,0.0,2,4.0,2
2053,0,1,56,0,2,1.0,0,5.0,5
2054,0,1,72,2,0,1.0,0,3.0,5
2055,1,1,88,0,7,0.0,2,1.0,1
2056,1,0,30,0,2,1.0,2,4.0,5
2057,0,0,31,2,5,1.0,2,4.0,1
2058,1,0,41,2,0,2.0,2,3.0,5
2059,0,0,31,2,5,9.0,2,7.0,4
2060,1,0,20,0,5,0.0,2,5.0,2
2061,0,1,26,0,8,7.0,1,3.0,3
2062,1,1,48,0,3,0.0,0,5.0,5
2063,1,0,26,0,5,0.0,2,1.0,4
2064,1,0,20,0,5,1.0,2,4.0,5
2065,1,1,41,2,0,4.0,2,4.0,5
2066,1,0,20,1,5,4.0,2,5.0,1
2067,1,1,63,2,6,1.0,2,3.0,5
2068,1,1,88,2,4,1.0,2,1.0,5
2069,0,0,39,2,2,0.0,2,3.0,5
2070,1,1,55,0,2,1.0,1,4.0,5
2071,1,0,32,2,5,0.0,2,1.0,5
2072,1,0,32,2,3,1.0,2,2.0,5
2073,0,1,38,2,0,0.0,0,3.0,5
2074,0,1,62,2,2,1.0,2,1.0,2
2075,1,0,18,0,5,1.0,2,5.0,3
2076,1,1,67,0,4,1.0,1,2.0,5
2077,0,1,42,2,0,9.0,2,2.0,5
2078,0,0,45,2,2,0.0,2,1.0,5
2079,1,1,46,0,1,0.0,0,3.0,3
2080,1,0,20,0,5,2.0,2,4.0,3
2081,0,1,41,2,2,0.0,1,3.0,5
2082,0,1,35,0,2,7.0,0,4.0,3
2083,0,1,52,2,0,6.0,2,2.0,5
2084,0,1,63,2,0,1.0,0,4.0,5
2085,1,1,51,0,4,5.0,2,3.0,1
2086,0,1,29,2,3,0.0,0,2.0,5
2087,1,0,27,0,1,0.0,2,4.0,5
2088,0,0,37,2,1,1.0,2,1.0,3
2089,0,1,29,0,6,0.0,0,2.0,3
2090,0,0,50,2,0,0.0,2,2.0,5
2091,1,1,74,2,7,1.0,2,1.0,5
2092,0,1,72,2,0,3.0,0,3.0,5
2093,0,1,83,2,7,1.0,1,2.0,5
2094,1,1,37,2,2,1.0,0,3.0,2
2095,0,0,30,0,0,1.0,2,1.0,5
2096,0,0,46,2,2,1.0,2,2.0,0
2097,0,1,65,2,1,1.0,2,2.0,5
2098,0,1,88,2,7,1.0,0,2.0,5
2099,1,1,43,2,3,0.0,0,2.0,4
2100,1,1,50,2,4,9.0,1,3.0,1
2101,1,0,35,2,0,8.0,2,2.0,5
2102,1,1,67,2,7,0.0,2,1.0,2
2103,1,1,66,2,4,0.0,2,1.0,5
2104,0,0,39,2,0,3.0,2,2.0,5
2105,0,1,46,2,6,0.0,0,1.0,5
2106,0,0,32,0,6,8.0,2,1.0,5
2107,0,0,40,2,0,6.0,2,1.0,5
2108,1,1,88,2,7,0.0,1,3.0,5
2109,1,0,30,2,5,8.0,2,5.0,5
2110,1,0,32,2,3,1.0,2,1.0,5
2111,1,1,43,0,8,1.0,2,2.0,6
2112,0,1,55,0,2,3.0,0,2.0,5
2113,0,1,47,2,0,0.0,0,3.0,5
2114,0,1,73,0,2,1.0,2,1.0,7
2115,1,0,39,2,0,0.0,2,1.0,5
2116,1,1,39,2,9,0.0,0,5.0,3
2117,0,0,31,0,5,0.0,2,7.0,5
2118,1,0,27,2,5,0.0,2,3.0,1
2119,1,1,69,0,1,0.0,0,2.0,5
2120,1,1,37,0,1,0.0,0,2.0,5
2121,1,1,45,2,4,0.0,1,2.0,5
2122,0,0,22,0,1,1.0,2,3.0,2
2123,0,0,26,2,1,0.0,2,3.0,5
2124,1,0,39,2,0,1.0,2,3.0,6
2125,1,1,61,2,3,1.0,2,2.0,4
2126,0,1,74,0,7,1.0,1,2.0,5
2127,1,0,29,2,0,4.0,2,1.0,2
2128,1,0,29,2,6,5.0,2,1.0,5
2129,1,0,36,0,4,0.0,2,3.0,5
2130,0,0,63,2,1,0.0,2,2.0,5
2131,1,1,69,2,0,0.0,0,5.0,2
2132,0,2,35,2,0,12.0,2,2.0,5
2133,1,1,81,2,7,1.0,2,1.0,5
2134,0,1,71,0,7,1.0,1,2.0,5
2135,0,0,31,0,5,10.0,2,2.0,2
2136,1,1,41,2,3,9.0,0,4.0,7
2137,1,1,35,0,6,1.0,0,3.0,5
2138,0,0,52,2,0,6.0,2,1.0,5
2139,1,0,19,0,5,0.0,2,4.0,2
2140,0,2,39,2,0,0.0,2,1.0,6
2141,1,1,45,0,0,0.0,2,2.0,3
2142,0,0,19,0,8,1.0,2,4.0,5
2143,1,0,23,0,5,2.0,2,5.0,5
2144,1,1,77,0,7,0.0,2,2.0,5
2145,0,1,84,2,7,0.0,2,1.0,5
2146,1,1,47,0,3,1.0,1,4.0,3
2147,1,0,29,2,3,6.0,2,3.0,5
2148,0,0,35,2,0,8.0,2,3.0,1
2149,1,1,40,2,0,14.0,2,2.0,5
2150,1,0,35,0,5,1.0,2,1.0,5
2151,1,0,20,0,5,0.0,2,3.0,1
2152,1,0,43,2,3,0.0,2,2.0,1
2153,1,1,56,0,4,0.0,2,1.0,5
2154,0,1,53,2,0,3.0,2,1.0,6
2155,1,1,22,0,4,1.0,1,3.0,5
2156,1,1,32,0,5,1.0,1,4.0,3
2157,1,1,51,0,4,2.0,1,5.0,5
2158,0,0,41,0,8,1.0,2,1.0,2
2159,1,1,37,0,1,2.0,0,4.0,5
2160,1,1,55,2,0,4.0,0,4.0,5
2161,1,0,42,2,3,3.0,2,2.0,5
2162,1,0,20,0,5,1.0,2,5.0,3
2163,0,0,42,2,0,12.0,2,2.0,3
2164,0,1,38,0,2,1.0,1,5.0,5
2165,0,0,52,2,2,3.0,2,1.0,5
2166,0,1,48,2,8,9.0,2,1.0,5
2167,1,1,37,2,3,5.0,0,2.0,5
2168,1,0,27,0,1,1.0,2,3.0,5
2169,1,1,48,0,0,3.0,0,4.0,5
2170,0,0,25,2,8,5.0,2,2.0,3
2171,0,0,56,2,1,3.0,2,1.0,5
2172,0,1,68,0,7,1.0,2,1.0,5
2173,0,2,72,0,7,8.0,0,2.0,5
2174,1,0,43,2,0,1.0,2,2.0,1
2175,1,1,52,2,7,8.0,1,2.0,5
2176,1,1,50,0,4,0.0,0,5.0,5
2177,1,0,41,2,3,0.0,2,1.0,3
2178,1,1,40,2,3,8.0,0,2.0,5
2179,1,0,32,2,5,8.0,2,2.0,3
2180,1,1,57,2,6,5.0,1,2.0,5
2181,0,0,25,2,0,13.0,2,2.0,5
2182,1,1,74,0,7,0.0,1,2.0,5
2183,1,0,38,2,3,0.0,2,4.0,5
2184,0,0,50,2,0,1.0,2,1.0,5
2185,1,1,50,2,0,0.0,0,2.0,2
2186,1,0,29,2,0,0.0,2,1.0,5
2187,1,1,84,2,7,0.0,1,3.0,5
2188,1,1,73,0,4,1.0,2,1.0,5
2189,1,1,38,0,4,9.0,1,5.0,5
2190,0,1,82,0,7,0.0,2,1.0,5
2191,1,1,71,0,7,0.0,1,1.0,5
2192,0,1,50,0,2,0.0,2,3.0,6
2193,1,1,56,2,0,0.0,1,2.0,5
2194,1,0,19,0,5,4.0,2,3.0,1
2195,1,1,29,0,4,12.0,2,3.0,5
2196,1,0,26,2,1,1.0,2,3.0,5
2197,0,0,31,0,1,1.0,2,5.0,2
2198,1,1,42,2,0,0.0,0,2.0,5
2199,0,0,33,2,1,1.0,2,1.0,5
2200,1,1,35,0,5,1.0,2,5.0,5
2201,0,1,46,0,2,0.0,1,3.0,3
2202,0,0,67,2,0,0.0,2,2.0,5
2203,0,0,35,0,0,7.0,2,2.0,5
2204,1,0,28,0,1,8.0,2,3.0,5
2205,0,0,43,0,1,8.0,2,1.0,3
2206,0,1,40,0,0,3.0,0,1.0,5
2207,0,1,73,2,0,0.0,0,3.0,0
2208,0,0,21,0,5,8.0,2,4.0,5
2209,0,0,32,0,1,1.0,2,3.0,3
2210,0,0,36,0,9,0.0,2,1.0,3
2211,1,0,32,2,0,13.0,2,3.0,5
2212,1,0,25,0,6,14.0,2,3.0,4
2213,0,0,40,2,0,5.0,2,1.0,5
2214,1,1,48,2,4,5.0,1,5.0,5
2215,0,0,36,2,0,3.0,2,3.0,5
2216,1,0,27,0,5,1.0,2,3.0,5
2217,0,1,82,0,3,0.0,1,2.0,5
2218,1,0,23,0,5,9.0,2,4.0,5
2219,1,0,30,2,3,14.0,2,3.0,5
2220,1,0,30,2,3,8.0,2,4.0,5
2221,1,0,30,2,5,1.0,2,3.0,5
2222,1,0,28,2,3,1.0,2,5.0,5
2223,1,1,60,2,0,0.0,2,2.0,3
2224,0,1,52,2,0,1.0,0,2.0,5
2225,0,0,19,0,5,0.0,2,1.0,2
2226,0,0,19,0,5,0.0,2,2.0,5
2227,1,1,40,0,4,1.0,2,5.0,4
2228,1,0,38,2,3,8.0,2,1.0,5
2229,0,1,71,2,3,1.0,0,2.0,5
2230,0,0,40,2,2,1.0,2,3.0,2
2231,1,1,68,2,0,0.0,1,2.0,5
2232,1,1,50,2,3,0.0,2,4.0,5
2233,1,0,29,2,5,0.0,2,3.0,5
2234,0,2,29,2,3,0.0,1,1.0,0
2235,0,1,39,0,2,1.0,0,4.0,3
2236,1,1,41,2,4,0.0,2,4.0,5
2237,1,0,28,0,1,0.0,2,1.0,5
2238,0,0,22,0,5,0.0,2,3.0,1
2239,1,0,35,2,0,0.0,2,1.0,5
2240,0,1,49,2,0,3.0,2,2.0,5
2241,0,1,26,2,5,8.0,2,2.0,2
2242,0,0,33,0,5,0.0,2,1.0,3
2243,0,0,27,0,2,0.0,2,2.0,2
2244,0,0,50,0,3,8.0,2,2.0,5
2245,0,1,37,2,6,5.0,2,2.0,3
2246,1,0,43,2,8,0.0,2,2.0,5
2247,1,0,35,2,3,13.0,2,1.0,5
2248,0,1,50,2,0,1.0,2,1.0,5
2249,1,0,31,2,0,7.0,2,1.0,3
2250,0,1,29,0,2,0.0,1,2.0,5
2251,0,0,20,0,5,0.0,2,2.0,5
2252,1,1,66,2,3,1.0,0,2.0,5
2253,1,1,37,2,5,1.0,0,2.0,3
2254,1,1,52,2,0,2.0,0,2.0,5
2255,1,1,45,2,4,7.0,1,5.0,5
2256,0,0,27,2,5,2.0,2,6.0,5
2257,0,1,46,2,0,1.0,1,4.0,5
2258,0,1,43,0,1,9.0,2,1.0,1
2259,0,0,32,0,1,8.0,2,6.0,5
2260,1,1,87,2,7,9.0,2,4.0,5
2261,0,1,40,2,2,0.0,0,5.0,2
2262,1,0,59,2,0,1.0,2,2.0,5
2263,1,1,63,2,0,1.0,0,3.0,5
2264,1,0,23,0,9,0.0,2,8.0,3
2265,0,1,65,0,7,0.0,1,2.0,5
2266,1,0,47,2,0,0.0,2,1.0,5
2267,0,1,45,2,0,9.0,2,2.0,5
2268,1,1,79,0,7,0.0,2,1.0,5
2269,1,1,65,0,3,1.0,1,2.0,5
2270,0,0,38,2,5,0.0,2,2.0,5
2271,0,1,28,2,5,0.0,2,2.0,5
2272,1,0,20,0,5,2.0,2,3.0,3
2273,0,1,36,2,0,1.0,2,2.0,5
2274,1,1,56,0,5,0.0,1,4.0,6
